,time,close,volume,rsi_rsi,willr_willr,gain10,trend10
632,2017-01-02,110.47,7527400,76.68831683295949,-28.804347826086964,,0
633,2017-01-03,110.86,4904100,81.36916265496636,-19.459459459459488,,0
634,2017-01-04,112.58,9606800,91.998195405386,-10.084033613445381,,0
635,2017-01-05,111.75,7686100,65.11051199506511,-51.0729613733905,,0
636,2017-01-08,112.67,5674600,76.52012390030804,-25.17006802721097,,0
637,2017-01-09,113.15,6093400,81.30478699278167,-15.957446808510404,,0
638,2017-01-10,113.5,9918700,84.71216050095809,-34.15841584158411,,0
639,2017-01-11,113.91,8457300,88.42054343775385,-36.956521739130736,,0
640,2017-01-12,114.21,7261500,90.85521603105133,-26.086956521739555,,0
641,2017-01-16,115.85,9142400,96.64302578273252,-3.971119133573992,,0
642,2017-01-17,114.87,6498100,61.662033413815664,-39.350180505414826,0.03982981805014951,1
643,2017-01-18,114.77,6437000,58.42515304257168,-58.910891089108915,0.03526970954356834,1
644,2017-01-19,115.05,12261500,65.93550163264538,-43.93939393939408,0.021939953810623525,1
645,2017-01-22,115.79,6373100,80.15044546657352,-17.040358744394386,0.03615212527964218,1
646,2017-01-23,115.27,5798800,55.6657738401636,-48.64864864864873,0.023076240347918553,1
647,2017-01-24,114.32,6697500,30.300178776988123,-74.29718875502057,0.01034025629695079,1
648,2017-01-25,113.26,5390500,17.190041341929007,-86.52037617554836,-0.0021145374449338394,0
649,2017-01-26,113.49,6706600,27.412123661086063,-58.282208588957396,-0.003687121411640737,0
650,2017-01-29,113.97,7687800,47.643723255535434,-22.14765100671137,-0.002101392172314087,0
651,2017-01-30,115.55,10421900,77.9661403692661,-8.970099667773981,-0.00258955545964612,0
652,2017-01-31,115.2,6932900,65.38365403622832,-27.192982456140083,0.0028728127448420793,1
653,2017-02-01,115.84,7189500,76.00508170647132,-30.041152263374155,0.009322993813714486,1
654,2017-02-02,116.13,9455500,80.14570267902646,-18.106995884773625,0.009387222946545037,1
655,2017-02-05,117.7,8547800,91.73194350323146,-1.8957345971560216,0.016495379566456414,1
656,2017-02-06,117.46,8621000,80.90587133466636,-13.79310344827591,0.018998872213064955,1
657,2017-02-07,118.19,9633400,87.58880149129152,-21.621621621621827,0.033852344296711134,1
658,2017-02-08,117.29,8177200,53.172458224249176,-93.52517985611486,0.035581847077520656,1
659,2017-02-09,117.6,9072100,61.07482462520569,-51.56250000000043,0.036214644462067236,1
660,2017-02-12,116.8,7354900,36.94241672010508,-73.25102880658463,0.02483109590243049,1
661,2017-02-13,116.93,6927800,42.48211325413496,-54.385964912280464,0.011942881869320798,1
662,2017-02-14,117.45,7088400,62.33542536037457,-7.80141843971629,0.01953125,1
663,2017-02-15,118.08,6378700,76.85421531539814,-12.857142857142703,0.01933701657458564,1
664,2017-02-16,117.68,7338100,56.216143991366486,-33.488372093023116,0.013347110996297262,1
665,2017-02-20,117.75,6166900,59.09925858628415,-39.87730061349705,0.00042480883602369346,1
666,2017-02-21,117.91,6057200,66.63254080194896,-30.061349693251916,0.0038310914353822945,1
667,2017-02-22,118.94,7523300,87.99097315646043,-9.205020920502042,0.0063457145274556925,1
668,2017-02-23,119.7,9809000,92.97083705223437,-6.818181818181537,0.02054736124136758,1
669,2017-02-26,119.12,9263500,63.04408133418525,-74.41860465116291,0.012925170068027292,1
670,2017-02-27,119.23,8727800,66.14435440499884,-74.05063291139192,0.020804794520548064,1
671,2017-02-28,119.06,8679600,55.375259275958264,-54.693877551020485,0.01821602668263056,1
672,2017-03-01,117.58,10986300,17.713659144583026,-86.59003831417645,0.0011068539804170996,1
673,2017-03-02,117.51,10665800,16.89829167421776,-60.07462686567147,-0.004827235772357663,0
674,2017-03-05,116.72,4883500,9.497533228086432,-85.26315789473682,-0.008157715839565038,0
675,2017-03-06,115.78,6846300,5.330680763513781,-92.41706161137456,-0.016730360934182564,0
676,2017-03-07,115.06,7620900,3.5441642238964857,-95.41666666666667,-0.024170977864472865,0
677,2017-03-08,114.47,6410900,2.5101360000498625,-96.7391304347825,-0.03758197410459052,0
678,2017-03-09,114.72,7929500,17.760442631526217,-52.03252032520313,-0.04160401002506264,0
679,2017-03-12,114.74,5807400,19.275762470218393,-32.22222222222271,-0.03676964405641381,0
680,2017-03-13,114.12,5301800,10.381205888257695,-90.81632653061193,-0.042858341021554947,0
681,2017-03-14,116.25,13524100,73.46900801696913,0.0,-0.023601545439274285,0
682,2017-03-15,116.73,9322000,78.56873570809701,-17.125382262996958,-0.0072291205987412566,0
683,2017-03-16,116.99,4683000,81.46368101131584,-9.174311926605823,-0.004425155305931461,0
684,2017-03-19,117.51,4000200,86.8091569430715,-9.890109890108741,0.0067683344756683805,1
685,2017-03-20,118.54,9567900,92.89599149135394,-13.75661375661327,0.023838314043876263,1
686,2017-03-21,118.83,7287400,94.0546342527988,-16.49484536082502,0.032765513645054645,1
687,2017-03-22,118.67,6201100,82.8692086116056,-38.926174496644315,0.036690836026906704,1
688,2017-03-23,118.86,6879600,85.86375620518179,-41.935483870967495,0.03608786610878667,1
689,2017-03-26,119.53,8519600,92.65507095668964,-31.24999999999975,0.04174655743419908,1
690,2017-03-27,119.04,7112800,60.67679713425013,-61.53846153846115,0.04311251314405884,1
691,2017-03-28,119.33,4911000,69.89941049352687,-57.69230769230782,0.02649462365591404,1
692,2017-03-29,118.47,6894600,34.20957647609938,-90.06622516556257,0.01490619378051905,1
693,2017-03-30,118.72,8520800,46.1898793456498,-64.60176991150422,0.014787588682793507,1
694,2017-04-02,119.35,6105700,68.12820379018616,-1.9047619047628586,0.015658241851757237,1
695,2017-04-03,119.62,4687300,74.74685427631134,-11.450381679388641,0.009110848658680615,1
696,2017-04-04,119.62,8106000,74.74685427631135,-10.948905109488505,0.006648152823361064,1
697,2017-04-05,119.18,4633500,42.435140937685055,-43.06569343065645,0.0042976320889862585,1
698,2017-04-06,119.46,12351100,59.24994689975398,-53.30396475770969,0.005047955577990759,1
699,2017-04-09,119.46,4623700,59.24994689975399,-66.48351648351665,-0.0005856270392370355,0
700,2017-04-10,121.19,12455300,91.94780474882182,-8.235294117647335,0.0180611559139785,1
701,2017-04-11,122.02,9502500,94.89543544802768,-5.934718100890285,0.022542529120925137,1
702,2017-04-12,122.6,9892600,96.3109503230614,-2.118644067797092,0.03486114628175896,1
703,2017-04-16,122.24,8469600,76.54787077953051,-43.00518134715034,0.029649595687331498,1
704,2017-04-17,122.82,10903700,84.32241414182418,-18.656716417910598,0.029074151654796765,1
705,2017-04-18,121.73,8472700,43.588589430160226,-74.86033519553045,0.017639190770774027,1
706,2017-04-19,121.96,11787300,51.06994743914206,-61.14285714285756,0.019561946162848898,1
707,2017-04-20,122.31,15608000,62.44016192083267,-22.556390977443424,0.026262795771102576,1
708,2017-04-23,121.48,11053600,34.1838578403038,-57.948717948717636,0.016909425749204843,1
709,2017-04-24,120.25,10344800,17.041364708449645,-92.1874999999999,0.006613092248451524,1
710,2017-04-25,120.84,9758800,39.03777750662067,-40.853658536585456,-0.0028880270649392914,0
711,2017-04-26,120.39,8267000,29.95190765616519,-52.29357798165127,-0.013358465825274557,0
712,2017-04-27,120.77,9134200,45.900915869606976,-17.431192660550423,-0.014926590538336004,0
713,2017-04-30,119.67,9331800,23.081573382618185,-77.46478873239387,-0.021024214659685847,0
714,2017-05-01,119.65,4900800,22.772809174033114,-73.20261437908428,-0.025810128643543262,0
715,2017-05-02,117.98,10811100,8.51167201105666,-97.87985865724374,-0.03080588186971167,0
716,2017-05-03,116.79,12406900,5.098765754646286,-94.70198675496655,-0.04239094785175457,0
717,2017-05-04,117.01,7127200,14.59516403531822,-85.97785977859748,-0.043332515738696675,0
718,2017-05-07,116.75,5438400,12.396202432677187,-81.538461538461,-0.038936450444517656,0
719,2017-05-08,116.05,6801300,7.706926197762288,-68.98734177215218,-0.03492723492723493,0
720,2017-05-09,116.04,4290500,7.644955648371028,-69.62025316455667,-0.03972194637537241,0
721,2017-05-10,116.5,6274400,40.60086782651662,-27.131782945736163,-0.0323116537918432,0
722,2017-05-11,116.83,5434500,57.08124640964235,-25.38461538461531,-0.03262399602550303,0
723,2017-05-14,117.14,5019600,69.14438473419037,-29.629629629629864,-0.02114147238238495,0
724,2017-05-15,117.65,4942800,81.78111546549914,-22.03389830508411,-0.01671541997492687,0
725,2017-05-16,119.79,13936900,94.9076798798817,-7.5907590759072505,0.015341583319206764,1
726,2017-05-17,118.81,10341100,63.48689936016606,-46.18320610687016,0.01729600136998033,1
727,2017-05-18,119.4,6787300,71.89080571869586,-42.46575342465705,0.02042560464917531,1
728,2017-05-21,119.9,5132500,78.25338727885475,-15.189873417721211,0.026980728051391845,1
729,2017-05-22,119.14,8305400,51.615492954337604,-80.15267175572484,0.026626454114605735,1
730,2017-05-23,119.61,7025000,63.227258933738064,-45.66929133858269,0.03076525336090996,1
731,2017-05-24,119.48,4105100,57.50180188130658,-55.90551181102331,0.025579399141630876,1
732,2017-05-25,120.54,6791600,79.83516803594219,-13.368983957219218,0.031755542240862855,1
733,2017-05-29,120.14,4507500,61.53187594703079,-43.33333333333371,0.025610380740993755,1
734,2017-05-30,120.62,10360700,72.76929098283259,-47.656249999999915,0.025244368890777746,1
735,2017-05-31,120.72,8702500,75.04719205431596,-39.84375000000036,0.007763586275982837,1
736,2017-06-01,121.61,7268100,88.211753327084,-6.060606060605748,0.023567039811463575,1
737,2017-06-04,121.73,3979200,89.34830263893049,-11.17021276595714,0.019514237855946304,1
738,2017-06-05,123.1,10798500,95.98213785962014,-9.905660377358846,0.026688907422852237,1
739,2017-06-06,122.45,9039200,66.50505197125527,-49.71098265895939,0.027782440825919075,1
740,2017-06-07,121.65,8169800,42.441747203920016,-70.33898305084732,0.017055430147981054,1
741,2017-06-08,120.54,7054700,24.21020631884724,-94.92753623188402,0.008871777703381323,1
742,2017-06-11,120.36,4927400,21.919824061055643,-95.02762430939208,-0.0014932802389249211,0
743,2017-06-12,120.48,3786600,28.668106241227758,-43.434343434342914,0.0028300316297653616,1
744,2017-06-13,119.82,21124800,16.735343100996335,-89.17748917748919,-0.006632399270436129,0
745,2017-06-14,119.32,6796700,11.361415715577607,-93.09090909090918,-0.01159708416169658,0
746,2017-06-15,119.34,6435700,13.036911649613684,-92.36363636363608,-0.01866622810624119,0
747,2017-06-18,118.43,6787000,5.692727053050068,-91.45299145299073,-0.02710917604534624,0
748,2017-06-19,118.18,4617400,4.620177435930061,-92.3076923076914,-0.039967506092607574,0
749,2017-06-20,118.52,4723700,31.101380800491135,-41.55844155844196,-0.0320947325438955,0
